ObjectId,Country,ISO2,ISO3,Indicator,Unit,Measure,Date,Value
20173,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D08/25/2010,36.8
20174,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D08/25/2010,61.57
20175,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D08/25/2010,48.02
20176,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D08/25/2010,71.7
20177,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Baltic Sea,D08/28/2010,76.26
20178,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Andaman Sea,D08/29/2010,146.71
20179,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Arabian Sea,D08/29/2010,-17.66
20180,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bay Bengal,D08/29/2010,35.94
20181,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bering Sea,D08/29/2010,14.18
20182,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Gulf Mexico,D08/29/2010,64.81
20183,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indian Ocean,D08/29/2010,29.96
20184,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indonesian,D08/29/2010,73.47
20185,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Mediterranean,D08/29/2010,96.29
20186,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Nino,D08/29/2010,3.21
20187,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Pacific,D08/29/2010,59.38
20188,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Sea,D08/29/2010,92.76
20189,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Pacific Ocean,D08/29/2010,12.88
20190,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Persian Gulf,D08/29/2010,98.6
20191,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Japan,D08/29/2010,104.2
20192,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Okhotsk,D08/29/2010,1.89
20193,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,South China,D08/29/2010,66.31
20194,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Southern Ocean,D08/29/2010,12.82
20195,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Tropics,D08/29/2010,25.05
20196,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,World,D08/29/2010,26.83
20197,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Adriatic Sea,D08/30/2010,60.41
20198,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Atlantic Ocean,D08/30/2010,42.41
20199,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Caribbean Sea,D08/30/2010,75.61
20200,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Atlantic,D08/30/2010,64.72
20201,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Yellow Sea,D08/30/2010,129.28
20202,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Adriatic Sea,D09/03/2010,49.29
20203,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Andaman Sea,D09/03/2010,147.75
20204,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Arabian Sea,D09/03/2010,-20.86
20205,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D09/03/2010,47.9
20206,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Baltic Sea,D09/03/2010,105.54
20207,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bay Bengal,D09/03/2010,39.7
20208,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bering Sea,D09/03/2010,26.06
20209,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D09/03/2010,67.27
20210,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Gulf Mexico,D09/03/2010,90.08
20211,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indian Ocean,D09/03/2010,31.05
20212,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indonesian,D09/03/2010,86.47
20213,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Mediterranean,D09/03/2010,90.18
20214,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Nino,D09/03/2010,8.14
20215,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D09/03/2010,67.52
20216,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,D09/03/2010,64.87
20217,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,D09/03/2010,13.41
20218,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,D09/03/2010,56.14
20219,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,D09/03/2010,143.79
20220,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,D09/03/2010,-8.74
20221,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,D09/03/2010,37.85
20222,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,D09/03/2010,11.03
20223,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,D09/03/2010,27.59
20224,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,World,D09/03/2010,28.83
20225,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,D09/03/2010,130.18
20226,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D09/04/2010,33.1
20227,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Baltic Sea,D09/07/2010,55.86
20228,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Andaman Sea,D09/08/2010,135.91
20229,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Arabian Sea,D09/08/2010,-6.36
20230,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Atlantic Ocean,D09/08/2010,51.81
20231,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bay Bengal,D09/08/2010,51.94
20232,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bering Sea,D09/08/2010,37.38
20233,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Gulf Mexico,D09/08/2010,87.81
20234,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indian Ocean,D09/08/2010,34.06
20235,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indonesian,D09/08/2010,86.77
20236,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Mediterranean,D09/08/2010,113.69
20237,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Nino,D09/08/2010,7.41
20238,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Pacific,D09/08/2010,63.38
20239,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Sea,D09/08/2010,13.86
20240,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Pacific Ocean,D09/08/2010,11.98
20241,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Persian Gulf,D09/08/2010,110.5
20242,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Japan,D09/08/2010,119.6
20243,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Okhotsk,D09/08/2010,1.29
20244,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,South China,D09/08/2010,59.31
20245,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Southern Ocean,D09/08/2010,11.62
20246,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Tropics,D09/08/2010,28.95
20247,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,World,D09/08/2010,29.83
20248,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Adriatic Sea,D09/09/2010,69.31
20249,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Caribbean Sea,D09/09/2010,83.01
20250,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Atlantic,D09/09/2010,74.72
20251,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Yellow Sea,D09/09/2010,115.88
20252,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Adriatic Sea,D09/13/2010,84.59
20253,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Andaman Sea,D09/13/2010,128.15
20254,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Arabian Sea,D09/13/2010,-11.36
20255,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D09/13/2010,52.4
20256,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Baltic Sea,D09/13/2010,-44.16
20257,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bay Bengal,D09/13/2010,53.9
20258,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bering Sea,D09/13/2010,42.06
20259,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D09/13/2010,69.87
20260,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Gulf Mexico,D09/13/2010,92.58
20261,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indian Ocean,D09/13/2010,32.95
20262,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indonesian,D09/13/2010,82.47
20263,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Mediterranean,D09/13/2010,110.18
20264,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Nino,D09/13/2010,10.14
20265,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D09/13/2010,77.32
20266,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,D09/13/2010,62.67
20267,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,D09/13/2010,13.41
20268,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,D09/13/2010,64.24
20269,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,D09/13/2010,144.19
20270,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,D09/13/2010,6.06
20271,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,D09/13/2010,29.85
20272,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,D09/13/2010,11.43
20273,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,D09/13/2010,29.19
20274,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,World,D09/13/2010,30.23
20275,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D09/14/2010,74.4
20276,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,D09/14/2010,95.38
20277,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Baltic Sea,D09/17/2010,-38.64
20278,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Andaman Sea,D09/18/2010,91.11
20279,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Arabian Sea,D09/18/2010,-4.66
20280,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Atlantic Ocean,D09/18/2010,53.71
20281,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bay Bengal,D09/18/2010,73.74
20282,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bering Sea,D09/18/2010,19.08
20283,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Gulf Mexico,D09/18/2010,83.31
20284,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indian Ocean,D09/18/2010,38.36
20285,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indonesian,D09/18/2010,85.87
20286,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Mediterranean,D09/18/2010,121.69
20287,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Nino,D09/18/2010,10.11
20288,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Atlantic,D09/18/2010,81.02
20289,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Pacific,D09/18/2010,57.58
20290,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Sea,D09/18/2010,102.76
20291,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Pacific Ocean,D09/18/2010,10.58
20292,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Persian Gulf,D09/18/2010,128.1
20293,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Japan,D09/18/2010,108.6
20294,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Okhotsk,D09/18/2010,11.09
20295,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,South China,D09/18/2010,64.51
20296,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Southern Ocean,D09/18/2010,12.52
20297,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Tropics,D09/18/2010,30.25
20298,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,World,D09/18/2010,30.43
20299,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Adriatic Sea,D09/19/2010,57.31
20300,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Caribbean Sea,D09/19/2010,87.01
20301,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Yellow Sea,D09/19/2010,114.38
20302,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Adriatic Sea,D09/23/2010,100.99
20303,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Andaman Sea,D09/23/2010,51.45
20304,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Arabian Sea,D09/23/2010,-0.56
20305,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D09/23/2010,53.6
20306,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Baltic Sea,D09/23/2010,109.64
20307,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bay Bengal,D09/23/2010,80.3
20308,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bering Sea,D09/23/2010,14.96
20309,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Gulf Mexico,D09/23/2010,77.08
20310,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indian Ocean,D09/23/2010,37.65
20311,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indonesian,D09/23/2010,90.77
20312,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Mediterranean,D09/23/2010,118.18
20313,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Nino,D09/23/2010,12.44
20314,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D09/23/2010,82.02
20315,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,D09/23/2010,70.17
20316,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D09/23/2010,95.1
20317,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,D09/23/2010,10.21
20318,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,D09/23/2010,101.14
20319,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,D09/23/2010,104.99
20320,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,D09/23/2010,23.56
20321,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,D09/23/2010,78.85
20322,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,D09/23/2010,11.73
20323,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,D09/23/2010,28.69
20324,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,World,D09/23/2010,30.93
20325,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,D09/23/2010,119.38
20326,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D09/24/2010,71.07
20327,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Baltic Sea,D09/27/2010,108.76
20328,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Okhotsk,D09/27/2010,24.39
20329,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Andaman Sea,D09/28/2010,138.21
20330,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Arabian Sea,D09/28/2010,-12.36
20331,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Atlantic Ocean,D09/28/2010,46.01
20332,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bay Bengal,D09/28/2010,78.04
20333,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bering Sea,D09/28/2010,-8.02
20334,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Caribbean Sea,D09/28/2010,66.61
20335,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Gulf Mexico,D09/28/2010,56.71
20336,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indian Ocean,D09/28/2010,30.46
20337,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indonesian,D09/28/2010,106.07
20338,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Mediterranean,D09/28/2010,127.79
20339,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Nino,D09/28/2010,18.61
20340,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Atlantic,D09/28/2010,72.42
20341,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Pacific,D09/28/2010,69.38
20342,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Sea,D09/28/2010,24.76
20343,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Pacific Ocean,D09/28/2010,16.28
20344,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Persian Gulf,D09/28/2010,124
20345,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Japan,D09/28/2010,102.7
20346,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,South China,D09/28/2010,104.51
20347,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Southern Ocean,D09/28/2010,8.02
20348,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Tropics,D09/28/2010,31.75
20349,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,World,D09/28/2010,30.53
20350,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Yellow Sea,D09/28/2010,105.38
20351,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Adriatic Sea,D09/29/2010,93.71
20352,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Adriatic Sea,D10/02/2010,105.69
20353,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,D10/02/2010,123.15
20354,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Andaman Sea,D10/03/2010,133.15
20355,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Arabian Sea,D10/03/2010,-13.66
20356,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D10/03/2010,40.2
20357,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Baltic Sea,D10/03/2010,-3.16
20358,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bay Bengal,D10/03/2010,82.3
20359,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bering Sea,D10/03/2010,-13.64
20360,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D10/03/2010,48.37
20361,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Gulf Mexico,D10/03/2010,60.78
20362,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indian Ocean,D10/03/2010,21.55
20363,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indonesian,D10/03/2010,105.77
20364,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Mediterranean,D10/03/2010,128.68
20365,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Nino,D10/03/2010,19.14
20366,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D10/03/2010,63.02
20367,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,D10/03/2010,78.47
20368,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,D10/03/2010,20.51
20369,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,D10/03/2010,141.94
20370,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,D10/03/2010,139.69
20371,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,D10/03/2010,38.16
20372,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,D10/03/2010,6.83
20373,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,D10/03/2010,31.89
20374,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,World,D10/03/2010,30.43
20375,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Yellow Sea,D10/03/2010,94.78
20376,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D10/04/2010,28.4
20377,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Andaman Sea,D10/07/2010,169.41
20378,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Baltic Sea,D10/07/2010,-67.64
20379,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Persian Gulf,D10/07/2010,128.1
20380,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Arabian Sea,D10/08/2010,-31.26
20381,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Atlantic Ocean,D10/08/2010,40.91
20382,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bay Bengal,D10/08/2010,75.24
20383,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Bering Sea,D10/08/2010,4.68
20384,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Caribbean Sea,D10/08/2010,58.51
20385,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Gulf Mexico,D10/08/2010,47.91
20386,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indian Ocean,D10/08/2010,17.16
20387,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Indonesian,D10/08/2010,133.37
20388,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Mediterranean,D10/08/2010,111.39
20389,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Nino,D10/08/2010,23.61
20390,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Atlantic,D10/08/2010,65.02
20391,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Pacific,D10/08/2010,84.08
20392,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,North Sea,D10/08/2010,108.36
20393,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Pacific Ocean,D10/08/2010,24.98
20394,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Japan,D10/08/2010,139.6
20395,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Sea Okhotsk,D10/08/2010,34.69
20396,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,South China,D10/08/2010,124.01
20397,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Southern Ocean,D10/08/2010,3.02
20398,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Tropics,D10/08/2010,36.25
20399,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,World,D10/08/2010,32.33
20400,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Yellow Sea,D10/08/2010,119.48
20401,World,,WLD,Change in mean sea level: Sea level: Jason.2,Millimeters,Adriatic Sea,D10/09/2010,66.71
20402,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,South China,D10/12/2010,97.65
20403,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Adriatic Sea,D10/13/2010,117.39
20404,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Andaman Sea,D10/13/2010,226.05
20405,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Arabian Sea,D10/13/2010,-35.66
20406,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Atlantic Ocean,D10/13/2010,54.5
20407,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bay Bengal,D10/13/2010,107.7
20408,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Bering Sea,D10/13/2010,7.16
20409,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Caribbean Sea,D10/13/2010,74.37
20410,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Gulf Mexico,D10/13/2010,77.48
20411,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indian Ocean,D10/13/2010,21.15
20412,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Indonesian,D10/13/2010,135.57
20413,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Mediterranean,D10/13/2010,135.18
20414,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Nino,D10/13/2010,25.64
20415,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Atlantic,D10/13/2010,76.22
20416,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Pacific,D10/13/2010,76.67
20417,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,North Sea,D10/13/2010,138.3
20418,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Pacific Ocean,D10/13/2010,16.61
20419,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Persian Gulf,D10/13/2010,95.64
20420,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Japan,D10/13/2010,144.19
20421,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Sea Okhotsk,D10/13/2010,15.96
20422,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Southern Ocean,D10/13/2010,1.33
20423,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,Tropics,D10/13/2010,36.89
20424,World,,WLD,Change in mean sea level: Sea level: Jason.1,Millimeters,World,D10/13/2010,33.23
